diggCount;hashtags_0_cover;hashtags_0_id;hashtags_0_name;hashtags_0_title;hashtags_1_cover;hashtags_1_id;hashtags_1_name;hashtags_1_title;hashtags_2_cover;hashtags_2_id;hashtags_2_name;hashtags_2_title;hashtags_3_cover;hashtags_3_id;hashtags_3_name;hashtags_3_title;hashtags_4_cover;hashtags_4_id;hashtags_4_name;hashtags_4_title;hashtags_5_cover;hashtags_5_id;hashtags_5_name;hashtags_5_title;hashtags_6_cover;hashtags_6_id;hashtags_6_name;hashtags_6_title;hashtags_7_cover;hashtags_7_id;hashtags_7_name;hashtags_7_title;hashtags_8_cover;hashtags_8_id;hashtags_8_name;hashtags_8_title;hashtags_9_cover;hashtags_9_id;hashtags_9_name;hashtags_9_title;hashtags_10_cover;hashtags_10_id;hashtags_10_name;hashtags_10_title;hashtags_11_cover;hashtags_11_id;hashtags_11_name;hashtags_11_title;hashtags_12_cover;hashtags_12_id;hashtags_12_name;hashtags_12_title;hashtags_13_cover;hashtags_13_id;hashtags_13_name;hashtags_13_title;hashtags_14_cover;hashtags_14_id;hashtags_14_name;hashtags_14_title;hashtags_15_cover;hashtags_15_id;hashtags_15_name;hashtags_15_title;hashtags_16_cover;hashtags_16_id;hashtags_16_name;hashtags_16_title;hashtags_17_cover;hashtags_17_id;hashtags_17_name;hashtags_17_title;hashtags_18_cover;hashtags_18_id;hashtags_18_name;hashtags_18_title;hashtags_19_cover;hashtags_19_id;hashtags_19_name;hashtags_19_title;hashtags_20_cover;hashtags_20_id;hashtags_20_name;hashtags_20_title;hashtags_21_cover;hashtags_21_id;hashtags_21_name;hashtags_21_title;hashtags_22_cover;hashtags_22_id;hashtags_22_name;hashtags_22_title;hashtags_23_cover;hashtags_23_id;hashtags_23_name;hashtags_23_title;hashtags_24_cover;hashtags_24_id;hashtags_24_name;hashtags_24_title;hashtags_25_cover;hashtags_25_id;hashtags_25_name;hashtags_25_title;hashtags_26_cover;hashtags_26_id;hashtags_26_name;hashtags_26_title;hashtags_27_cover;hashtags_27_id;hashtags_27_name;hashtags_27_title;hashtags_28_cover;hashtags_28_id;hashtags_28_name;hashtags_28_title;hashtags_29_cover;hashtags_29_id;hashtags_29_name;hashtags_29_title;hashtags_30_cover;hashtags_30_id;hashtags_30_name;hashtags_30_title;hashtags_31_cover;hashtags_31_id;hashtags_31_name;hashtags_31_title;hashtags_32_cover;hashtags_32_id;hashtags_32_name;hashtags_32_title;hashtags_33_cover;hashtags_33_id;hashtags_33_name;hashtags_33_title;hashtags_34_cover;hashtags_34_id;hashtags_34_name;hashtags_34_title;hashtags_35_cover;hashtags_35_id;hashtags_35_name;hashtags_35_title;hashtags_36_cover;hashtags_36_id;hashtags_36_name;hashtags_36_title;hashtags_37_cover;hashtags_37_id;hashtags_37_name;hashtags_37_title;hashtags_38_cover;hashtags_38_id;hashtags_38_name;hashtags_38_title;hashtags_39_cover;hashtags_39_id;hashtags_39_name;hashtags_39_title;hashtags_40_cover;hashtags_40_id;hashtags_40_name;hashtags_40_title;hashtags_41_cover;hashtags_41_id;hashtags_41_name;hashtags_41_title;hashtags_42_cover;hashtags_42_id;hashtags_42_name;hashtags_42_title;hashtags_43_cover;hashtags_43_id;hashtags_43_name;hashtags_43_title;hashtags_44_cover;hashtags_44_id;hashtags_44_name;hashtags_44_title;hashtags_45_cover;hashtags_45_id;hashtags_45_name;hashtags_45_title;hashtags_46_id;hashtags_46_name;hashtags_47_cover;hashtags_47_id;hashtags_47_name;hashtags_47_title;hashtags_48_cover;hashtags_48_id;hashtags_48_name;hashtags_48_title;input;isAd;isMuted;musicMeta_coverMediumUrl;musicMeta_musicAlbum;musicMeta_musicAuthor;musicMeta_musicId;musicMeta_musicName;musicMeta_musicOriginal;playCount;searchHashtag_name;searchHashtag_views;searchQuery;text;videoMeta_duration
33500;;7167867298676473898;justicebuys;;;1604894787222533;amazonfinds;;;79486;amazon;;;8313;pets;;;6117;dogs;;;6221;dog;;;1624223418551301;petproducts;;;1587543376171009;dogsoftiktok;Here's to all the #DogsOfTikTok.;;2153105;dogmom;;https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/5555c183532257e880125eee61101543?nonce=34669&refresh_token=217b4faecad4b059d7e6411c6b85b2b6&shp=b59d6b55&shcp=-;1600330250734594;dogtok;;;1591463963924482;petsoftiktok;Here's to all the #PetsOfTikTok.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ad;false;false;https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7315930048366641198~c5_720x720.jpeg?lk3s=a5d48078&nonce=34872&refresh_token=85b9a4ad541a45842abfca228510fba3&x-expires=1720839600&x-signature=WiTsksOokzXXHThLKA%2BTv7vT1%2F8%3D&shp=a5d48078&shcp=b59d6b55;;Justice Buys;7390082104001923886;original sound;true;324500;ad;525800000000;;Number 1 is a MUST have 🙌🏼😅#justicebuys #amazonfinds #amazon #pets #dogs #dog #petproducts #dogsoftiktok #dogmom #dogtok #petsoftiktok ;61
33100;;1610567207952390;adstyles;;;79636160;crew07;;;33508371;muharam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ad;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/136bf06c8e9f37ce75e6af445f171da8~c5_720x720.jpeg?lk3s=a5d48078&nonce=88517&refresh_token=91f1fbb2952e962473eebc3c04c0fea4&x-expires=1720839600&x-signature=yyQho8w%2FQlWUu%2Fw%2B3Cj9b%2B5SBS4%3D&shp=a5d48078&shcp=b59d6b55;;danishjafery;7335763697713629958;original sound;true;158600;ad;525800000000;;Salam Ya Hussain (R.A)❤️ #adstyles #crew07 #muharam ;24
253500;;7088333993737158662;adgilsantos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ad;false;false;https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/54347c0ad15fec9c4c67ddf78d99a363~c5_720x720.jpeg?lk3s=a5d48078&nonce=30791&refresh_token=16ce8cff2dafb1912202969c0ed7a803&x-expires=1720839600&x-signature=jAuB1yJWI6BXwI%2BQDb1wthFnQ8s%3D&shp=a5d48078&shcp=b59d6b55;;Gilson;7367104514661501729;original sound;true;1700000;ad;525800000000;;Its that simple #adgilsantos ;15
695100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ad;false;false;https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347181727690784811~c5_720x720.jpeg?lk3s=a5d48078&nonce=25748&refresh_token=deb2acb7e9f30c2308b0f52f72806099&x-expires=1720839600&x-signature=CJrylmqGujX3aOJO7HO5kS4zs30%3D&shp=a5d48078&shcp=b59d6b55;;🔮🌃🍬☔️💧;7092166637100747566;original sound;true;11000000;ad;525800000000;;🥰;13
246700;;7222022568102232069;adsthr;;;1679651953369089;cardibup;;;55482262;updancechallenge;;;71878;cardib;;;514238;oldtrend;;;229207;fyp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ad;false;false;https://p16-sg.tiktokcdn.com/aweme/200x200/tiktok-obj/image/tiktok_song_default_cover.jpeg.jpeg;Up;Cardi B;6942074754023066370;Up;false;1800000;ad;525800000000;;#adsthr #cardibup #updancechallenge #cardib #oldtrend #fyp ;15
352300;;229207;fyp;;;229207;fyp;;;42164;foryou;;https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/8e4d8102460a60717c89acc2d6367a16.png?nonce=15212&refresh_token=eee3c46f0da225f563830426aee8f5e3&shp=b59d6b55&shcp=-;20884;viral;¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM;;19336;humor;¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂;;20105;trending;Discover the top viral trends, sounds and effects of the week! 🔥;;6888;relatable;Tell us about things you find #Relatable;;5054;dance;;;135557;norway;;;7222022568102232069;adsthr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ad;false;false;https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/4de9e8851c0bafb481696efce39f0acc.jpeg?lk3s=a5d48078&nonce=35750&refresh_token=586630f38a8b5f3e590c2ad50d18aeba&x-expires=1720839600&x-signature=gijYEJuI8uYBjY2dddH%2Buct9afk%3D&shp=a5d48078&shcp=b59d6b55;;Typa_Music🔇;7364557106815093520;original sound;true;2000000;ad;525800000000;;🫶🏽22k🫶🏽#fyp #fyp #foryou #viral #humor #trending #relatable #dance #norway #adsthr;13
260700;https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/4ce5508a8a28a5116186ab5baefa61d4.png?nonce=50428&refresh_token=9a3313ab4febf0bf0af08c4cc63e029f&shp=b59d6b55&shcp=-;31075;newmusic;Discover best #NewMusic from your favourite artists!;;9375;rnb;Get into the groove with a bit of #RnB!;;1597839756180486;leilaad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ad;false;false;https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/7f7469702bf64f09b2fa1cdc041da948.jpeg;À qui la faute;Leila AD;6979170622282680322;À qui la faute;false;2000000;ad;525800000000;;Bonheur. 🤍 #newmusic #rnb #leilaad ;27
660;;229207;fyp;;;42164;foryou;;;65243;parati;;;8245904;noticias;;;1592305704978438;ecuador🇪🇨;;;1663889583680518;quintapata;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/09d62580685748b795becf2a97cbcfec.jpeg;VIVIR ASÍ ES MORIR DE AMOR;NATHY PELUSO;7035018577140779009;VIVIR ASÍ ES MORIR DE AMOR;false;21200;ecuador;195300000000;;Lo más TOP de hoy ♥️#fyp #foryou #parati #noticias #ecuador🇪🇨 #quintapata ;30
604;;;;;;;;;;1654741485157381;urgente🚨;;;1592305704978438;ecuador🇪🇨;;;7236907015255523334;danielnoboapresidente;;;1679675699555329;barcazas;;;7269599035739242502;noboaeslasso;;;1696974631545862;elnuevoecuador;;https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/8e4d8102460a60717c89acc2d6367a16.png?nonce=92131&refresh_token=3980148231c8aedc11f45ff7c8bc9b56&shp=b59d6b55&shcp=-;20884;viral;¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM;;7210793163069095941;isabelnoboaesmitia🤣;;;83040567;politica;O TikTok valoriza a criatividade e a expressão tanto quanto a autenticidade e a integridade. Manter nossos usuários seguros é nossa maior prioridade. Ao criar, visualizar ou interagir com conteúdo relacionado às eleições, lembre-se: 1. Sempre siga nossas Diretrizes da Comunidade. Elas proíbem desinformação que possa causar dano ou enganar nossos usuários e o público em geral, incluindo conteúdo sobre eleições ou outros processos cívicos. 2. Relate qualquer conteúdo que possa violar nossas Diretrizes da Comunidade. 3. Verifique a veracidade da informação utilizando recursos confiáveis como https://www.tse.jus.br/ , principalmente se você questiona a veracidade.;;1701364727643141;augustotandazo;;;1691414271884294;ecuadorendirecto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c58e894543cd2e8082cb5fcb4f60bc45~c5_720x720.jpeg?lk3s=a5d48078&nonce=84120&refresh_token=3428851a4469f1c93218b16b2bededd9&x-expires=1720839600&x-signature=zMezdixgCG1R5IIEXiB0cegd5Yc%3D&shp=a5d48078&shcp=b59d6b55;;El Chino Ec;7390192636575632133;sonido original;true;12200;ecuador;195300000000;;El Ecuador está Mejorando 👏👏🇪🇨 Para el y su Familia: Contratos 📝💰 Análisis por el Doctor Augusto Tandazo 👨‍🏫 Fuente:@Ecuador En Directo  Fuente Secundaria:@Radiocentroec  #urgente🚨 #ecuador🇪🇨 #danielnoboapresidente #barcazas  #noboaeslasso #elnuevoecuador #viral  #isabelnoboaesmitia🤣  #politica #augustotandazo #ecuadorendirecto ;550
140000;;1696974631545862;elnuevoecuador;;;1677227317165058;danielnoboaazin;;;1646428982275077;porunnuevoecuador;;;7236907015255523334;danielnoboapresidente;;;31306;ecuador;;;19336;humor;¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂;;1651576086940678;impunidad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/952c75d7e089bdb6cd3005c891ef3c38~c5_720x720.jpeg?lk3s=a5d48078&nonce=4077&refresh_token=c9b707b282290ab9ae1c2447d71447b9&x-expires=1720839600&x-signature=sjxJMYTK6dlC4qFisTTYL1nCo0M%3D&shp=a5d48078&shcp=b59d6b55;;DanielNoboaOK;7357147189691435781;sonido original;true;1900000;ecuador;195300000000;;El cinismo no tiene límite 😅😂 #ElNuevoEcuador #danielnoboaazin #porunnuevoecuador #danielnoboapresidente #ecuador #humor #impunidad ;5
43900;;7717;messi;;;1683901375558658;alexanderdominguez;;;40817;argentina;;;31306;ecuador;;;44804;copaamerica;See the best moments from the CONMEBOL Copa América on TikTok! ⚽️🌟;;1667750370355201;thethao247;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/okIYIABAZT9bCJDmqFDvf7kXAaxt5EAgQvCXBe.jpeg;Euro 2024;DJ ChiuChiu;7380064975601715251;Euro 2024;false;1200000;ecuador;195300000000;;“Tôi đã đến an ủi Messi sau khi sút hỏng quả phạt đền vì điều đó không làm mất đi sự vĩ đại của anh ấy, đó là dấu hiệu rõ ràng rằng anh ấy cũng là con người, anh ấy là người giỏi nhất trong lịch sử.” Alexander Dominguez. ❤ #messi #AlexanderDominguez #argentina #ecuador #copaamerica #thethao247;25
407100;;1666003109127174;paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii;;;4257507;premios;;https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/8e4d8102460a60717c89acc2d6367a16.png?nonce=15837&refresh_token=2e6ac37e0105373585d995c6a732f454&shp=b59d6b55&shcp=-;20884;viral;¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM;;7312464293230804998;payasototoshowecuador;;;1708018358343685;payasoscuenca;;;2567856;cumpleaños;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d1be054058dbb05a903ecdf359840dd0~c5_720x720.jpeg?lk3s=a5d48078&nonce=56540&refresh_token=b69c16439d37b6f9f1d576ee93512e65&x-expires=1720839600&x-signature=WSnllNBMqGQ8%2FDfD%2FHhjbX4hvj8%3D&shp=a5d48078&shcp=b59d6b55;;Payaso Toto Show Ecuador;7376472407374056198;sonido original;true;16900000;ecuador;195300000000;;Sorprendentes premios con el Payaso Ttoo Show.# #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #premios #viral #payasototoshowecuador #payasoscuenca #cumpleaños ;208
547;;321139;quito;;;31306;ecuador;;;266746;sur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a07498636c2204734024e47e6d9cb1f8~c5_720x720.jpeg?lk3s=a5d48078&nonce=7827&refresh_token=244b07371ab68aa70e6d0197ddbf2efa&x-expires=1720839600&x-signature=lRN3k4JiYnBPA35mjkLyZUcDAKQ%3D&shp=a5d48078&shcp=b59d6b55;;👧🏻🎀;7286627969031867142;Kendall Saray;true;4030;ecuador;195300000000;;Al natural 💋. #quito #ecuador #sur ;14
46300;;1637342470396934;fypシ;;;19336;humor;¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂;;143516;comedia;¡El rincón de la risa en TikTok! Disfruta y comparte los mejores memes, chistes e historias de comedia para divertir a todos en casa.;;15267;venezuela;;;1703223244064773;manotengofe;;;34902705;tengofe;;;73386419;lavinotinto;;;31306;ecuador;;;44804;copaamerica;See the best moments from the CONMEBOL Copa América on TikTok! ⚽️🌟;;76965937;conmebol;;https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/32e9a7dea4be6e8890459ce5479a12e1.jpeg?nonce=84925&refresh_token=0da81cdbb5ff8b7285b54955516e5d6f&shp=b59d6b55&shcp=-;82877330;futbol;Rueda el balón por las canchas del mundo y los amantes del #futbol somos felices. ⚽ ❤️🤩 Celebremos este momento y llenemos TikTok con los mejores videos 😏;;1675477709413382;siemprevinotinto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/af67bf9d323ab8aa43fbef8bb8467624~c5_720x720.jpeg?lk3s=a5d48078&nonce=21567&refresh_token=4b87aa467859232d74f81be58a534595&x-expires=1720839600&x-signature=3EtbceUrujEYyPAhgC5mT0hc7%2FU%3D&shp=a5d48078&shcp=b59d6b55;;Samuel Alvarez 🥛💚;7383483874473790213;sonido original;true;485300;ecuador;195300000000;;A MIMIR SIN SUEÑO 🇻🇪 // #fypシ #humor #comedia #venezuela #manotengofe #tengofe #lavinotinto #ecuador #copaamerica #conmebol #futbol #siemprevinotinto ;10
12200;;31306;ecuador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f44fafcba7c4842bab616128aeaefb39~c5_720x720.jpeg?lk3s=a5d48078&nonce=82879&refresh_token=408a5b6039c7fe1870a9578e520be283&x-expires=1720839600&x-signature=A4rwzLE8an%2BBMkChsye3bsIurtk%3D&shp=a5d48078&shcp=b59d6b55;;Arvid 🐺;7390121778009279237;sonido original;true;112000;ecuador;195300000000;;Una cosa no tiene que ver con la otra 👀 | IG: yosoyarvid #ecuador ;9
1600000;;31306;ecuador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;true;https://p16-sign-sg.tiktokcdn.com/tos-alisg-v-2774/bbbd8c951d6643eeae08d4c2f9a2fc60~200x200.jpeg?lk3s=08d74b56&x-expires=1720689482&x-signature=ZElryTMCAMkHDMv2Ijb1B%2FezaVc%3D;Música de Ecuador: Cajita de Música;Pueblo Nuevo;5000000000405513709;A Mi Lindo Ecuador;false;23200000;ecuador;195300000000;;Los propio roba mango JAJJAJAJA 🪖 Dios los cuide siempre soldados 🫡🙏🏻. #ecuador ;11
259600;;1671474447528966;pedernales_manabí_ecuador;;;78293;carnaval;Aunque se hayan pospuesto las celebraciones en tu comunidad, esta semana puedes disfrutar de los Carnavales en TikTok. Queremos ver tus disfraces, tus storytimes más impactantes o tus ideas más alocadas para compartir con tus amigxs 🥳;;1676130769527810;camiseros;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2774/oAMiGeRzaICgIZeGfAKALCMKI5zvFAzcCDmAmK.jpeg;LA FALDA;Myke Towers;7297370214063425538;LA FALDA;false;9900000;ecuador;195300000000;;Ya tenemos nuevo stock guapas 💖😍 S/M/L no te quedes sin ellos #pedernales_manabí_ecuador #carnaval #camiseros ;12
3246;;22641;latino;;;1653429836292102;accadeoggi;;;7345884375306731553;ecuadortiktok♡🇪🇨🇪🇨♥️♥️anosenelmundo;;;1674860510253058;peruanosenitalia🇵🇪❤️🇮🇹;;;1592305832795142;peru🇵🇪;;;82956344;latinoamerica;;;1660100572781573;peruanosenelextranjero;;;1674860510253058;peruanosenitalia🇵🇪❤️🇮🇹;;;7244377478557335557;lauramauladeseada;;;7244377478557335557;lauramauladeseada;;;364292;peruana;;;8181;mexico;México lindo y querido! 🇲🇽🇲🇽 No olvides utilizar el tag #mexico en tu video!;;364292;peruana;;;7244377478557335557;lauramauladeseada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/11d766f063f64e962471b82341d9d427~c5_720x720.jpeg?lk3s=a5d48078&nonce=26942&refresh_token=5382133d486ef652eab309f126557126&x-expires=1720839600&x-signature=yNkHWV3CkJRQMcFway4w%2Fw8KjQs%3D&shp=a5d48078&shcp=b59d6b55;;mundo latino 2024 ...amor;7390063857613409057;suono originale;true;172600;ecuador;195300000000;;#latino #accadeoggi #ecuadortiktok♡🇪🇨🇪🇨♥️♥️anosenelmundo #peruanosenitalia🇵🇪❤️🇮🇹 #peru🇵🇪 #latinoamerica #peruanosenelextranjero #peruanosenitalia🇵🇪❤️🇮🇹 #lauramauladeseada #lauramauladeseada #peruana #mexico #peruana #lauramauladeseada ;27
3101;;7358289764792631302;casanasevilla;;;1678482510761985;kevinnasevilla;;;1666003109127174;paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii;;https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/8e4d8102460a60717c89acc2d6367a16.png?nonce=14521&refresh_token=f029de02bab22baab6147d0b48171557&shp=b59d6b55&shcp=-;20884;viral;¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM;;16722;reality;;;1592305704978438;ecuador🇪🇨;;;1623566055707653;colombia🇨🇴;;;28794;hermanos;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ecuador;false;false;https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4264c0a95eef5bb28d5cb2ec3457c7dd~c5_720x720.jpeg?lk3s=a5d48078&nonce=14812&refresh_token=1806bcc7288cdb534551460196f9e380&x-expires=1720839600&x-signature=503UD4r3Ump8t4P9MPrfro0cQsw%3D&shp=a5d48078&shcp=b59d6b55;;Rolitas chidas 😍;7315507253732887302;sonido original;true;34100;ecuador;195300000000;;Etiqueta si conoces a estos personajes❤️ #casanasevilla #kevinnasevilla #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #viral #reality #ecuador🇪🇨 #colombia🇨🇴 #hermanos ;12
