diggCount,hashtags_0_id,hashtags_0_name,hashtags_0_title,hashtags_1_id,hashtags_1_name,hashtags_1_title,hashtags_2_id,hashtags_2_name,hashtags_2_title,hashtags_3_id,hashtags_3_name,hashtags_3_title,hashtags_4_id,hashtags_4_name,hashtags_4_title,hashtags_5_id,hashtags_5_name,hashtags_5_title,hashtags_6_id,hashtags_6_name,hashtags_6_title,hashtags_7_id,hashtags_7_name,hashtags_7_title,hashtags_8_id,hashtags_8_name,hashtags_8_title,hashtags_9_id,hashtags_9_name,hashtags_9_title,hashtags_10_id,hashtags_10_name,hashtags_10_title,hashtags_11_id,hashtags_11_name,hashtags_11_title,hashtags_12_id,hashtags_12_name,hashtags_12_title,hashtags_13_id,hashtags_13_name,hashtags_13_title,hashtags_14_id,hashtags_14_name,hashtags_14_title,hashtags_15_id,hashtags_15_name,hashtags_15_title,hashtags_16_id,hashtags_16_name,hashtags_16_title,hashtags_17_id,hashtags_17_name,hashtags_17_title,hashtags_18_id,hashtags_18_name,hashtags_18_title,hashtags_19_id,hashtags_19_name,hashtags_19_title,hashtags_20_id,hashtags_20_name,hashtags_20_title,hashtags_21_id,hashtags_21_name,hashtags_21_title,hashtags_22_id,hashtags_22_name,hashtags_22_title,hashtags_23_id,hashtags_23_name,hashtags_23_title,hashtags_24_id,hashtags_24_name,hashtags_24_title,hashtags_25_id,hashtags_25_name,hashtags_25_title,hashtags_26_id,hashtags_26_name,hashtags_26_title,hashtags_27_id,hashtags_27_name,hashtags_27_title,hashtags_28_id,hashtags_28_name,hashtags_28_title,hashtags_29_id,hashtags_29_name,hashtags_29_title,hashtags_30_id,hashtags_30_name,hashtags_30_title,hashtags_31_id,hashtags_31_name,hashtags_31_title,hashtags_32_id,hashtags_32_name,hashtags_32_title,hashtags_33_id,hashtags_33_name,hashtags_33_title,hashtags_34_id,hashtags_34_name,hashtags_34_title,hashtags_35_id,hashtags_35_name,hashtags_35_title,hashtags_36_id,hashtags_36_name,hashtags_36_title,hashtags_37_id,hashtags_37_name,hashtags_37_title,hashtags_38_id,hashtags_38_name,hashtags_38_title,hashtags_39_id,hashtags_39_name,hashtags_39_title,hashtags_40_id,hashtags_40_name,hashtags_40_title,hashtags_41_id,hashtags_41_name,hashtags_41_title,hashtags_42_id,hashtags_42_name,hashtags_42_title,hashtags_43_id,hashtags_43_name,hashtags_43_title,hashtags_44_id,hashtags_44_name,hashtags_44_title,hashtags_45_id,hashtags_45_name,hashtags_45_title,hashtags_46_id,hashtags_46_name,hashtags_47_id,hashtags_47_name,hashtags_47_title,hashtags_48_id,hashtags_48_name,hashtags_48_title,input,isAd,isMuted,musicMeta_musicAlbum,musicMeta_musicAuthor,musicMeta_musicId,musicMeta_musicName,musicMeta_musicOriginal,playCount,searchHashtag_name,searchHashtag_views,searchQuery,text,videoMeta_duration
6694,7692.0,mood,"지금 이 바이브, 이 분위기 딱 mood 댄스 타임🤟🏼",31306.0,ecuador,,1604302285252613.0,fypage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,Tio,7365578662663490337,Me gustas tu x Missili,True,73700,ecuador,195300000000.0,,#mood #ecuador #fypage ,11
4427,1650114181321734.0,metrodequito,,10328642.0,gobierno,,79960.0,todos,,8004762.0,riesgo,,11513533.0,economia,,13700077.0,transporte,,8245904.0,noticias,,31306.0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,Lyrebirds music,6997840505614632962,"News, news, seriousness, tension(1077866)",False,163500,ecuador,195300000000.0,,Falta de pago pone en riesgo operacion Metro de Quito 🚨😳 #metrodequito #gobierno #todos #riesgo #economia #transporte #noticias #ecuador ,67
76100,31306.0,ecuador,,229207.0,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,clodagh¹⁶,7353686326719941408,original sound,True,819900,ecuador,195300000000.0,,#ecuador #fyp ,11
177200,1660481574662149.0,erikavelez,,1704095116097542.0,lucianaguschmer,,1592306685595654.0,🇪🇨,,31306.0,ecuador,,229207.0,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,🩷mussica🩷,7194133168025307909,sonido original,True,2000000,ecuador,195300000000.0,,#erikavelez #lucianaguschmer #🇪🇨 #ecuador #fyp ,7
111200,31306.0,ecuador,,65243.0,parati,,33513970.0,latri,,1694885530525702.0,pierohincapie,,7717.0,messi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,𝑭𝑬𝑳𝑰𝑿,7160491287332866822,sonido original,True,2100000,ecuador,195300000000.0,,🇪🇨🇦🇷 #ecuador #parati #latri #pierohincapie #messi ,12
3870,1681100457149442.0,elyguaminga,,31306.0,ecuador,,12395.0,loveyourself,"Social media a creat o lume în care toată lumea pare perfectă. Însă, realitatea este alta. Fă și tu un video în care arăți care este realitatea ta! Pana la urma urmei, viata-i frumoasa daca stii cum s-o privesti ❤️",7783063.0,morocha,,7457615.0,indigena,,8179.0,sunset,,19063.0,atardecer,,65243.0,parati,,20884.0,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,42164.0,foryou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,GONZALO DELGADO29,7370500356379216646,sonido original,True,62500,ecuador,195300000000.0,,Tengo tu amor y tu suerte ✨ #elyguaminga #ecuador #loveyourself #morocha #indigena #sunset #atardecer #parati #viral #foryou ,15
176400,,,,65243.0,parati,,31306.0,ecuador,,9541.0,musica,¿Qué estás escuchando?,33513970.0,latri,,229207.0,fyp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,BLANKO,7384990761148451589,sonido original,True,2400000,ecuador,195300000000.0,,“Una Nueva Copa” ya disponible! 🇪🇨❤️ @La Tri 🇪🇨 #parati #ecuador #musica #latri #fyp ,33
29900,31306.0,ecuador,,1685103574495233.0,danielnoboa,,1637342470396934.0,fypシ,,7.287593705162572e+18,labiniavalbonesi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,Ups 🙈!,7369758086233787141,sonido original,True,668800,ecuador,195300000000.0,,España niega entrada al Presidente de Ecuador. #Ecuador #DanielNoboa #fypシ #LabiniaValbonesi ,19
13500,229207.0,fyp,,18830.0,kyliejenner,,31306.0,ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,Austin Millz,7255777499949353774,Dile Austin Millz Remix,True,151900,ecuador,195300000000.0,,la vueltita de mi amada kylie 🖤 #fyp #kyliejenner #ecuador ,9
2205,229207.0,fyp,,42164.0,foryou,,65243.0,parati,,451781.0,delivery,,321139.0,quito,,1592305704978438.0,ecuador🇪🇨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,Motivational Corporate Music,StereojamMusic,7060510140437317634,Success Inspirational,False,72900,ecuador,195300000000.0,,Más control a deliveries en Quito. 🛵#fyp #foryou #parati #delivery #quito #ecuador🇪🇨 ,73
2244,2820553.0,bln,,65243.0,parati,,12836116.0,tendencias,,31306.0,ecuador,,13467.0,tv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,BLN COMPETENCIA,7390169447199165189,sonido original,True,32700,ecuador,195300000000.0,,Queeeee!! Le llegó floressss! 🫰♥️ @mabelmartillo_  Cómo se dice cuéntanos en los 💬 . . #bln #parati #tendencias #ecuador #tv ,26
30800,20898.0,ad,,,,,7.38418599553083e+18,findthedipthathits,,1651371230284805.0,subwaypartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,,Tabs,7390071039507647262,original sound,True,214000,ad,525800000000.0,,#Ad We finally found the dip that hits! Head to your local @Subway store to try the new Dippers and #FindTheDipThatHits! #SubwayPartner ,26
780,20898.0,ad,,155432.0,nationalfrenchfryday,,,,,155432.0,nationalfrenchfryday,,7.375102263541301e+18,mccainfryday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,,AshleyTisdale,7390090361659542314,original sound,True,15000,ad,525800000000.0,,"#ad My new favorite holiday #NationalFrenchFryDay is just around the corner. To celebrate I'm whipping up one of my pregnancy cravings, dill pickle skewers with the @mccainfoodsusa Quick Cook fries and Smiles fries. I'm obsessed with this recipe because you get the tang of the pickle and the crispiness of the fries. They're seriously so easy to make and so, so good. Celebrate #NationalFrenchFryDay like it’s a real holiday with your loved ones on July 12th, and let me know what combos you’d whip up in the comments! 🤍#McCainFryDay Recipe: - Cook Quick Cook fries and Smiles fries according to package instructions - Toss with truffle salt to taste - Layer pickle slices in between fries - Skewer and enjoy!  ",50
5182,20898.0,ad,,,,,1657912193116166.0,maybellinepartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,,Rylee Arnold,7390108896389548846,original sound,True,223800,ad,525800000000.0,,#Ad Trying the Cherry Cola Summer Lip trend with Maybelline’s new Lifter Liner and Gloss for an extra lift! 🍒🎀☀️ @Maybelline NY #MaybellinePartner @target ,115
6621,,,,229207.0,fyp,,20898.0,ad,,88703404.0,تجارب,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,,عبدالله القفاري,7390169232861940481,original sound,True,76500,ad,525800000000.0,,مكس الدوناات عجيييب🛩️ @بلبن  #fyp #Ad #تجارب ,30
458000,20898.0,ad,,1248236.0,asmr,All the soothing sounds you need to massage your brain.,18973.0,cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,,Zach Choi,7339265643675683630,original sound,True,7100000,ad,525800000000.0,,#ad would you eat this Smash’d Potato Bowl? #asmr #cooking,20
15,19235257.0,luckydip,,34410.0,custom,,247933.0,order,,20898.0,ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,,hismile,7390209481977629441,original sound - hismile,True,404,ad,525800000000.0,,She got it FIRST TRY 🙌 #luckydip #custom #order #ad,32
222,20898.0,ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,True,False,,TUDN USA,7390197189438245637,sonido original,True,8820,ad,525800000000.0,,#AD Los dos errores del segundo tiempo que pudieron haber cambiado el rumbo de la semifinal entre Uruguay 🇺🇾 y Colombia 🇨🇴  Presentado por @Wingstop ,46
271,20898.0,ad,,1655668595983362.0,galaxyai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,False,False,,TUDN USA,7390200678320114438,sonido original,True,6249,ad,525800000000.0,,"#AD Bien dicen que el que perdona, pierde 🇺🇾💥🇨🇴 y Suárez perdonó Si el Pistolero metía esta, el partido daba un giro de 180°💥🇺🇾⚽️🇨🇴 Y Colombia no perdonó y se va a la final  Presentado por Samsung Galaxy S24 Ultra. #GalaxyAI is here.  @SamsungUS ",55
140000,1696974631545862.0,elnuevoecuador,,1677227317165058.0,danielnoboaazin,,1646428982275077.0,porunnuevoecuador,,7.236907015255523e+18,danielnoboapresidente,,31306.0,ecuador,,19336.0,humor,¡Es hora de reírte como nunca! Los videos más divertidos están aquí en TikTok. 😂😂😂,1651576086940678.0,impunidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,DanielNoboaOK,7357147189691435781,sonido original,True,1900000,ecuador,195300000000.0,,El cinismo no tiene límite 😅😂 #ElNuevoEcuador #danielnoboaazin #porunnuevoecuador #danielnoboapresidente #ecuador #humor #impunidad ,5
43900,7717.0,messi,,1683901375558658.0,alexanderdominguez,,40817.0,argentina,,31306.0,ecuador,,44804.0,copaamerica,See the best moments from the CONMEBOL Copa América on TikTok! ⚽️🌟,1667750370355201.0,thethao247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,Euro 2024,DJ ChiuChiu,7380064975601715251,Euro 2024,False,1200000,ecuador,195300000000.0,,"“Tôi đã đến an ủi Messi sau khi sút hỏng quả phạt đền vì điều đó không làm mất đi sự vĩ đại của anh ấy, đó là dấu hiệu rõ ràng rằng anh ấy cũng là con người, anh ấy là người giỏi nhất trong lịch sử.” Alexander Dominguez. ❤ #messi #AlexanderDominguez #argentina #ecuador #copaamerica #thethao247",25
547,321139.0,quito,,31306.0,ecuador,,266746.0,sur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecuador,False,False,,👧🏻🎀,7286627969031867142,Kendall Saray,True,4030,ecuador,195300000000.0,,Al natural 💋. #quito #ecuador #sur ,14
